Symbol,CIK,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
MOH,1179929.0,17582488000.0,1441000000.0,20.88,-0.62,52.43,0.0,0.0,14.42,524.27,0.0277,0.0435,0.0692,0.302,30303001000.0,3280000000.0,14.42,0.606,0.127,371.38,20.88,17.83,0.653,6.71,0.479,10.67,0.727,374.0,249.78,319.3,318.27,58400000.0
MORN,1289419.0,10542788000.0,339100000.0,87.15,0.0,27.76,1.44,0.006,2.85,43.43,0.0666,0.129,0.0485,0.0965,1857800000.0,1000900000.0,2.85,-0.079,0.092,75.0,87.15,5.03,8.21,5.72,29.99,1.167,296.45,206.76,232.92,236.69,42446200.0,
MPC,1510295.0,52850143000.0,22976999000.0,4.16,0.186,56.09,0.0,0.0258,27.98,348.12,0.0814,0.111,0.117,0.474,178235998000.0,26565000000.0,27.98,4.567,0.126,143.21,4.16,7.84,0.299,1.977,0.398,3.17,1.596,136.46,71.43,118.3,103.84,454000000.0
MPW,1287865.0,7469020000.0,1298060000.0,5.98,1.93,14.74,1.15,0.0929,2.09,2.695,0.775,0.589,0.0306,0.145,1612159000.0,1534059000.0,2.09,0.288,-0.086,15.38,5.98,6.36,4.31,0.803,10.44,8.44,0.971,20.45,9.67,12.36,14.28,598000000.0
MRNA,1682852.0,65414328000.0,13596000000.0,6.17,0.0,46.49,0.0,0.0,27.58,53.68,0.55,0.62,0.353,0.837,21390000000.0,13863000000.0,27.58,-0.671,-0.323,226.64,6.17,32.47,3.722,4.462,3.54,5.34,1.642,217.25,115.03,185.6,156.0,384180000.0
MRO,101778.0,17012741000.0,5360000000.0,5.16,0.4,17.4,0.32,0.0155,5.21,10.7,0.485,0.457,0.126,0.34,7700000000.0,4355000000.0,5.21,4.302,0.4,34.51,5.16,5.92,2.298,1.559,2.649,3.967,2.41,33.33,19.3,27.48,26.57,633150000.0
MRVL,1835632.0,38419595000.0,1809505000.0,1.115,18.24,0.24,0.0052,-0.601,6.88,-0.0243,0.068,0.0112,-0.0091,5844083000.0,2257745000.0,-0.601,-0.702,0.269,62.01,18.21,5.84,2.339,6.91,24.07,1.448,77.79,33.75,40.85,46.98,853200000.0,,
MSFT,789019.0,1911344464000.0,97945002000.0,28.53,2.275,24.59,2.6,0.0105,9.0,27.33,0.331,0.41,0.148,0.393,204093997000.0,135620000000.0,9.0,-0.113,0.02,284.08,28.53,27.03,9.14,11.05,9.21,18.55,0.916,313.66,212.83,243.38,254.02,7443800000.0
MSTR,1050446.0,3257395000.0,19766700.0,3.09,-33.17,0.0,0.0,-53.33,44.1,-2.944,0.0211,0.0022,-4.934,499264000.0,396275000.0,-53.33,-0.775,-0.015,280.0,56.5,4.245,4.108,9.34,-12.7,2.42,522.8,132.56,201.6,231.26,9585000.0,,
MU,723125.0,68100547000.0,14205000000.0,10.87,1.115,45.19,0.445,0.0073,5.74,24.58,0.228,0.252,0.0662,0.13,27156001000.0,13898000000.0,5.74,-0.432,-0.469,64.17,10.87,454.55,1.846,1.193,1.877,3.421,1.301,95.76,48.24,56.0,59.22,1091180000.0
MUFG,67088.0,89269912000.0,19.83,6.52,1368.67,30.5,0.0303,0.35,284.96,-0.176,-0.0187,-0.0016,-0.0329,3597176930000.0,2953234000000.0,0.35,-0.7,0.098,8.13,19.83,8.48,0.0196,0.578,0.868,7.71,4.31,6.48,5.56,12863100000.0,,,
MULN,1499961.0,717127000.0,-93706808.0,0.07,0.0,0.0,-4.954,0.0,0.0,0.0,-0.379,-15.55,0.0,-392679.0,-4.954,0.0,0.0,23.0,17.15,-2.662,4.18,0.18,0.283,0.673,1696540000.0,,,,,,,
MUSA,1573516.0,5649510000.0,1190900000.0,9.5,3.303,29.46,1.27,0.0055,27.34,904.7,0.0316,0.0455,0.148,0.929,21265900000.0,1423400000.0,27.34,0.233,0.138,301.29,9.5,23.15,0.305,8.32,0.369,7.18,0.833,322.63,163.73,277.51,271.2,21749800.0
NATI,935494.0,6920157000.0,290961000.0,50.48,0.736,8.84,1.12,0.0206,1.05,12.58,0.0843,0.121,0.056,0.117,1656975000.0,1132070000.0,1.05,0.0,0.066,54.83,50.48,15.58,3.105,4.667,3.503,20.91,1.039,55.04,29.37,43.38,38.58,130569000.0
NBIX,914475.0,10096035000.0,223800000.0,184.25,1.87,16.07,0.0,0.0,0.57,14.55,0.0,0.0,0.063,0.0403,1388700000.0,791100000.0,0.57,2.0,0.31,128.17,184.25,28.82,8.08,7.3,7.73,98.51,0.519,129.29,75.25,116.09,104.94,96134000.0
NCLH,1513761.0,6990960000.0,-1166987008.0,0.925,0.949,0.0,0.0,-10.63,9.24,-0.881,-0.514,-0.065,-2.047,3812068000.0,-960051000.0,-10.63,-0.009,9.55,18.39,11.44,1.632,15.9,5.0,-19.08,2.507,23.9,10.31,14.85,14.59,421396000.0,,
NEE,753308.0,148381237000.0,8551000000.0,35.73,2.228,19.68,1.7,0.0229,2.09,10.59,0.198,0.179,0.0157,0.0683,20956000000.0,10139000000.0,2.09,0.247,0.222,95.45,35.73,28.33,8.6,4.478,11.86,28.52,0.488,90.6,66.18,82.94,80.42,1987160000.0
NEM,1164727.0,39567888000.0,3665000000.0,40.86,0.787,26.76,2.2,0.0406,1.22,15.25,0.0828,0.102,0.0196,0.013,12105000000.0,4986000000.0,1.22,70.46,-0.09,56.9,40.86,17.51,2.988,1.736,3.234,11.8,0.268,83.55,37.01,49.59,52.07,793739000.0
NEO,1077183.0,1482797000.0,-95350000.0,3.02,8.0,0.0,0.0,-0.294,4.016,-0.329,-0.316,-0.0536,-0.152,496755000.0,192360000.0,-0.294,1.306,0.061,15.7,222.22,2.756,1.388,3.168,-14.89,1.112,23.78,6.0,10.83,9.58,126303000.0,,
NET,1477333.0,19530183000.0,-130562000.0,66.22,1.809,0.0,0.0,-0.827,2.758,-0.252,-0.214,-0.0497,-0.311,894137000.0,509292000.0,-0.827,0.0,0.473,61.75,322.58,18.03,28.95,19.15,-187.02,1.034,132.45,37.37,46.79,55.41,284682000.0,,
NFLX,1065280.0,162952462000.0,5969513000.0,35.87,2.369,46.65,0.0,0.0,10.2,71.09,0.142,0.178,0.0756,0.245,31615549000.0,12447265000.0,10.2,-0.909,0.019,353.49,35.87,29.15,4.106,6.89,4.741,7.23,1.173,412.98,162.71,317.28,245.6,445347000.0
NGG,1004315.0,46105367000.0,6189000000.0,12.87,5.54,35.51,0.516,0.0497,4.85,28.78,0.15,0.224,0.031,0.126,20952001000.0,18449000000.0,4.85,1.584,0.361,75.07,12.87,13.85,2.157,1.453,4.875,14.0,0.296,76.61,46.43,62.38,63.94,735270000.0
NIO,1736541.0,18881669000.0,-9505545216.0,17.76,0.0,0.0,-0.705,26.48,-0.253,-0.263,-0.0855,-0.43,43105788000.0,6821433000.0,-0.705,0.0,0.326,28.51,434.78,0.476,5.05,0.506,-2.821,1.854,26.41,8.38,11.45,15.72,1670530000.0,,,
NKE,320187.0,194951922000.0,7337000000.0,35.52,3.63,9.85,1.255,0.0107,3.54,31.29,0.115,0.13,0.102,0.373,49107001000.0,21479000000.0,3.54,0.024,0.172,128.5,35.52,36.36,3.601,11.02,3.713,24.74,1.092,145.97,81.97,118.1,109.47,1245670000.0
NKLA,1731289.0,1410159000.0,-697225984.0,1.239,0.0,0.0,-1.795,0.105,0.0,-16.18,-0.414,-1.135,44262000.0,23000.0,-1.795,0.0,-1.0,6.71,23.04,1.791,22.54,-1.456,1.433,11.87,2.01,2.442,4.555,512785000.0,,,,
NLY,1043219.0,10756239000.0,3.061,-3.61,19.94,3.52,0.148,7.51,11.79,0.667,0.964,0.0374,0.246,4538387000.0,4106177000.0,7.51,0.106,0.024,22.03,3.061,5.82,2.266,1.087,1.412,27.18,14.5,22.15,23.25,467866000.0,,,
NMR,1163653.0,12148881000.0,14.99,1.797,1042.55,22.0,0.0621,0.27,446.55,0.0866,0.173,0.0024,0.037,1344428048000.0,1067367000000.0,0.27,4.374,0.122,3.38,14.99,10.42,0.0081,0.472,0.779,4.82,3.0,3.768,3.643,3002170000.0,,,
NNN,751364.0,8456751000.0,693148000.0,27.04,4.92,22.42,2.14,0.0467,1.75,4.343,0.422,0.622,0.0368,0.0778,761794000.0,698022000.0,1.75,0.114,0.073,48.57,27.04,17.73,10.58,2.058,15.8,17.48,0.877,47.75,37.11,46.42,44.42,178733000.0
NOC,1133421.0,68714668000.0,7680000000.0,14.27,10.54,99.97,6.76,0.0156,31.47,236.29,0.134,0.173,0.0918,0.347,36601999000.0,7474000000.0,31.47,-0.215,0.161,521.11,14.27,22.12,2.328,5.87,2.691,11.1,0.574,554.43,374.15,502.85,485.42,153053000.0
NOK,924613.0,26494753000.0,3809000000.0,5.71,9.0,3.818,0.12,0.0168,0.82,4.437,0.171,0.107,0.0402,0.216,24911000000.0,10323000000.0,0.82,3.685,0.161,6.84,5.71,10.53,1.085,1.346,0.994,7.25,0.634,5.75,4.043,4.782,4.786,5592040000.0
NOW,1373715.0,95860662000.0,788000000.0,306.64,1.523,24.79,0.0,0.0,1.54,35.97,0.0449,0.049,0.0184,0.0745,7245000000.0,5672000000.0,1.54,4.656,0.202,515.74,306.64,45.66,11.7,18.69,11.95,115.48,0.96,621.41,337.0,410.17,432.29,203000000.0
NRDS,1625278.0,956677000.0,-6500000.0,4.287,0.0,0.0,-0.711,7.42,-0.0544,-0.0379,-0.0324,-0.123,496400000.0,351100000.0,-0.711,0.0,0.448,17.71,1.393,2.329,1.318,-467.23,15.98,7.07,10.69,10.4,42648300.0,,,,,
NRG,1013871.0,7989717000.0,3950000000.0,4.34,0.525,22.1,1.4,0.0439,7.99,128.19,0.0615,0.0992,0.0633,0.41,30734000000.0,6507000000.0,7.99,-0.957,0.288,36.71,4.34,7.06,0.239,1.45,0.502,4.105,0.96,46.47,30.3,34.11,39.3,230384000.0
NSC,702165.0,56211612000.0,6030000000.0,17.76,2.192,55.83,4.96,0.0217,13.88,54.1,0.257,0.377,0.0777,0.248,12745000000.0,6030000000.0,13.88,0.096,0.135,251.21,17.76,17.83,4.726,4.594,5.96,12.35,1.327,285.6,201.43,249.96,240.66,228076000.0
NTAP,1002047.0,14245064000.0,1382000000.0,10.06,1.062,5.54,2.0,0.0296,6.57,29.63,0.225,0.184,0.0791,1.504,6549000000.0,4220000000.0,6.57,2.48,0.062,76.85,10.06,12.08,2.02,11.53,2.065,9.36,1.166,89.69,57.61,64.54,68.12,215573000.0
NTES,1110646.0,58953216000.0,22728423000.0,18.37,1.005,161.45,10.45,0.0169,4.81,145.88,0.231,0.207,0.0772,0.204,95515247000.0,46970801000.0,4.81,1.137,0.101,107.9,18.37,14.31,0.494,3.175,0.36,1.512,0.491,107.66,52.77,77.92,83.43,656798000.0
NTLA,1652130.0,3751396000.0,-411071008.0,0.0,10.77,0.0,0.0,-5.06,0.683,0.0,-8.14,-0.216,-0.458,51402000.0,-186754000.0,-5.06,0.0,0.841,99.8,59.66,4.009,50.13,-6.12,1.891,104.06,32.44,39.55,51.11,86217000.0,,,
NTNX,1618732.0,6604186000.0,-317375008.0,0.6,-3.438,0.0,0.0,-4.623,7.31,-0.291,-0.238,-0.105,0.0,1635888000.0,1259858000.0,-4.623,0.0,0.146,32.86,666.67,4.354,4.719,-24.91,1.256,33.73,13.44,28.37,22.44,230111000.0,,,
NU,1691493.0,22959243000.0,1.014,0.0,0.0,-0.066,0.361,-0.0905,-0.119,-0.0065,-0.04,1470932000.0,850036000.0,-0.066,0.0,0.867,6.62,49.51,11.91,3.766,11.83,3.26,4.022,4.424,3571070000.0,,,,,,,
NUE,73309.0,44687393000.0,11567736000.0,6.14,0.75,72.78,2.01,0.0115,28.79,158.23,0.183,0.253,0.225,0.473,41512468000.0,12503280000.0,28.79,-0.387,-0.158,139.0,6.14,10.1,0.797,2.143,0.956,3.187,1.6,185.45,99.28,149.24,133.46,253000000.0
NVAX,1000694.0,942694000.0,-1200323968.0,0.0,-7.21,0.0,0.0,-17.51,23.94,-0.716,-0.664,-0.317,-8.98,1846673000.0,-1388218000.0,-17.51,0.0,3.107,55.33,0.578,0.481,49.52,0.214,-0.407,1.746,95.34,8.75,12.82,32.86,85004000.0,,
NVDA,1045810.0,525537870000.0,8718000000.0,56.55,4.041,8.65,0.16,0.0008,3.729,11.44,0.208,0.255,0.112,0.264,28566000000.0,17475000000.0,3.729,-0.722,-0.165,199.72,56.55,39.53,14.79,19.59,14.59,56.0,1.722,289.24,108.1,170.39,161.6,2492000000.0
NVO,353278.0,308813627000.0,80925999000.0,38.37,2.03,37.11,12.4,0.0117,3.58,78.11,0.314,0.427,0.217,0.72,176953999000.0,148506000000.0,3.58,0.264,0.255,138.6,38.37,31.15,1.785,27.9,1.779,3.704,0.333,144.78,93.36,132.71,114.41,2248370000.0
NVS,1114448.0,185404785000.0,18004001000.0,27.2,5.77,28.0,3.461,0.0387,3.17,23.76,0.134,0.248,0.0645,0.109,51827999000.0,36744000000.0,3.17,-0.905,-0.032,104.25,27.2,14.53,3.723,3.272,3.968,6.66,0.465,94.26,74.09,90.39,85.18,2119610000.0
NXPI,1413447.0,49481830000.0,5047000000.0,17.2,1.039,28.69,0.0,0.0209,11.1,50.42,0.211,0.287,0.108,0.391,13205000000.0,7517000000.0,11.1,0.232,0.09,194.19,17.2,11.32,3.309,6.13,4.07,11.09,1.487,205.83,131.44,168.8,166.87,259135000.0
NYT,71691.0,6014599000.0,295100000.0,34.96,2.11,9.29,0.34,0.0101,1.04,13.17,0.0784,0.103,0.0571,0.115,2206017000.0,1008309000.0,1.04,-0.312,0.077,34.36,34.96,29.33,2.509,3.715,2.293,15.99,0.984,47.16,27.39,34.19,32.44,164637000.0
O,726728.0,44626567000.0,2857015000.0,68.27,4.321,42.63,2.953,0.0441,0.99,5.37,0.206,0.395,0.0222,0.0322,3134822000.0,1947964000.0,0.99,0.046,0.708,70.0,68.27,44.05,12.93,1.517,18.65,21.34,0.8,73.37,54.64,64.9,66.23,660254000.0
OBSV,1685316.0,22052700.0,-46063000.0,0.0,-0.03,0.0,0.0,-0.638,0.044,0.0,-12.41,-0.503,-3.74,3709000.0,17000.0,-0.638,0.0,-0.852,6.5,4.025,0.725,-0.22,0.398,2.14,0.13,0.177,0.693,101423000.0,,,,
OFIX,884624.0,781038000.0,13995000.0,4.1,16.67,0.0,0.0,-1.871,23.21,-0.0981,-0.0393,-0.024,-0.13,463548000.0,349565000.0,-1.871,0.0,0.014,37.0,60.24,0.881,1.22,0.81,28.04,0.858,36.13,13.76,20.01,21.97,35729100.0,,
OGI,1620737.0,283162000.0,3294000.0,1.642,0.0,0.0,-0.091,0.519,-0.0482,-0.133,-0.0236,-0.0153,158752000.0,31569000.0,-0.091,0.0,0.426,2.11,28.99,1.927,0.778,1.509,20.06,1.371,1.87,0.7,0.913,1.032,313857000.0,,,
OKTA,1660134.0,12342902000.0,-724628992.0,10.66,33.77,0.0,0.0,-6.37,11.04,-0.522,-0.465,-0.0556,-0.159,1730807000.0,905685000.0,-6.37,0.0,0.372,81.22,263.16,6.21,2.014,6.22,-14.6,1.021,203.79,44.12,66.22,78.17,152757000.0,,
OLO,1431695.0,1351368000.0,-34835000.0,39.38,4.349,0.0,0.0,0.21,1.103,-0.227,-0.224,-0.0342,-0.0615,175582000.0,118592000.0,0.21,0.0,0.264,9.75,39.38,85.47,6.39,1.567,3.788,-16.51,19.3,5.74,7.04,8.91,105945000.0,,
OLPX,1868726.0,4141775000.0,463476000.0,14.84,1.146,0.0,0.0,0.43,1.141,0.378,0.562,0.163,0.467,740051000.0,481811000.0,0.43,0.125,0.092,7.64,14.84,13.14,4.816,4.816,5.4,9.0,22.27,3.8,5.72,10.82,649181000.0,,
ON,1097864.0,35274985000.0,3133100000.0,19.99,0.901,13.08,0.0,0.0,4.08,18.64,0.214,0.319,0.161,0.351,8068700000.0,2714300000.0,4.08,-0.005,0.259,75.24,19.99,14.18,3.492,4.913,3.538,10.48,1.738,84.7,44.76,68.39,63.48,432424000.0
OPEN,1801169.0,1515743000.0,-685000000.0,2.353,0.0,0.0,-0.605,26.59,-0.0693,-0.046,-0.0507,-0.595,16532000000.0,730000000.0,-0.605,0.0,0.483,4.23,40.32,0.0537,0.554,0.447,-10.35,1.761,11.39,0.917,1.554,3.955,634202000.0,,,
OPGN,1293818.0,6059600.0,-21528272.0,0.0,5.77,0.0,0.0,-0.829,1.461,0.0,-7.08,-0.308,-1.421,3311200.0,-9453096.0,-0.829,0.0,-0.638,31.6,2.471,0.462,3.505,-0.418,-0.106,19.0,1.66,2.695,7.15,3221100.0,,,
ORCL,1341439.0,238699020000.0,18375000000.0,27.84,1.517,-1.576,1.28,0.0143,3.18,17.2,0.191,0.314,0.0769,0.73,46073000000.0,33563000000.0,3.18,-0.349,0.185,93.33,27.84,16.39,4.686,47.38,6.5,16.78,1.006,91.22,60.25,84.28,75.34,2696250000.0
ORLY,898173.0,49737830000.0,3309366000.0,23.82,1.836,-19.2,0.0,0.0,33.37,214.43,0.154,0.211,0.154,0.586,14056860000.0,7019949000.0,33.37,0.136,0.092,898.0,23.82,21.98,3.593,210.18,4.086,17.43,0.948,870.92,562.9,824.21,728.27,62576000.0
OXY,797468.0,55943655000.0,20710001000.0,5.11,1.218,20.88,0.4,0.0082,12.05,38.9,0.355,0.372,0.114,0.544,36328002000.0,16297000000.0,12.05,2.894,0.383,75.73,5.11,8.52,1.58,3.053,2.43,4.041,1.826,76.82,37.24,64.59,64.84,908914000.0
PAAS,771992.0,3583803000.0,303412000.0,19.78,7.59,11.2,0.45,0.0219,0.86,7.32,-0.101,-0.0635,-0.0183,-0.0613,1541416000.0,639116000.0,0.86,-0.925,-0.264,24.58,19.78,57.47,2.154,1.482,2.179,15.83,1.063,29.87,13.31,17.31,18.37,210688000.0
PANW,1327567.0,47237231000.0,131000000.0,1.586,1.68,0.0,0.0,-3.977,19.57,-0.0247,-0.0156,-0.005,-0.279,5817500000.0,3782800000.0,-3.977,0.0,0.253,206.03,49.26,7.93,95.37,8.35,218.15,1.151,213.63,132.22,152.88,165.47,302357000.0,,
PARA,813828.0,15756485000.0,3159000000.0,5.48,1.817,34.9,0.96,0.039,4.39,46.24,0.105,0.0925,0.0307,0.135,30023000000.0,10842000000.0,4.39,-0.589,0.046,19.71,5.48,13.35,0.385,0.555,0.886,5.26,1.654,37.96,15.1,19.66,23.11,608470000.0
PAYC,1590955.0,19788126000.0,391722000.0,80.02,1.791,19.32,0.0,0.0,4.12,22.25,0.194,0.265,0.0567,0.263,1289596000.0,925049000.0,4.12,0.731,0.304,386.63,80.02,46.08,14.66,18.27,15.03,44.67,1.34,402.78,255.82,315.77,319.55,60020000.0
PBF,1534504.0,5329225000.0,3922400000.0,2.059,2.51,34.49,0.0,0.0199,18.56,365.39,0.0544,0.0821,0.18,0.696,44228002000.0,671100000.0,18.56,16.1,0.776,47.6,2.059,5.7,0.117,1.296,0.12,1.472,1.996,48.88,16.0,39.62,36.02,139472000.0
PCAR,75362.0,38407500000.0,4468800000.0,12.8,1.406,37.84,1.39,0.009,8.63,82.72,0.104,0.128,0.0735,0.245,28819700000.0,4612200000.0,8.63,0.796,0.216,110.0,12.8,13.28,1.244,2.772,1.507,10.41,0.934,112.89,74.37,103.07,92.29,347768000.0
PDD,1737806.0,118612427000.0,30323425000.0,33.99,0.617,84.83,0.0,0.0,2.76,93.61,0.243,0.239,0.0938,0.328,117968421000.0,62231846000.0,2.76,5.34,0.651,102.95,33.99,21.19,0.934,7.41,0.818,2.851,0.738,106.38,23.21,88.82,63.47,1264390000.0
PEP,77476.0,232998306000.0,15156000000.0,24.19,3.099,13.76,4.45,0.0268,6.99,60.49,0.116,0.15,0.0838,0.557,83643998000.0,42429000000.0,6.99,0.219,0.088,189.93,24.19,25.0,2.969,13.31,3.409,16.97,0.595,186.84,150.36,178.64,173.18,1377710000.0
PFE,78003.0,247322444000.0,43567333000.0,8.05,1.173,16.51,1.6,0.0373,5.47,17.89,0.313,0.387,0.133,0.369,100329996000.0,66114000000.0,5.47,0.463,0.028,52.77,8.05,10.96,3.013,3.301,3.057,7.74,0.633,54.46,40.72,48.89,48.61,5613310000.0
PFG,1126328.0,22294860000.0,6957050000.0,4.466,1.5,38.57,2.56,0.0278,20.5,72.13,0.287,0.361,0.0143,0.407,18460701000.0,7070900000.0,20.5,3.167,0.344,82.83,4.466,12.32,1.141,2.281,1.157,1.303,95.48,60.09,88.63,77.72,243500000.0,
PG,80424.0,336436986000.0,21005001000.0,25.02,4.982,18.49,3.61,0.0256,5.7,33.62,0.178,0.228,0.0955,0.32,80281002000.0,38212000000.0,5.7,-0.045,-0.009,155.32,25.02,26.32,4.45,8.38,4.838,18.39,0.431,161.67,120.56,148.41,143.56,2359140000.0
PI,1114995.0,3232637000.0,-20878000.0,0.0,0.08,0.0,0.0,-2.135,9.28,-0.189,-0.115,-0.0622,-0.968,233784000.0,98954000.0,-2.135,0.0,0.511,128.86,103.09,12.17,1481.34,13.54,-90.42,2.361,142.78,39.74,119.45,86.73,25915000.0,,
PINS,1506293.0,18637787000.0,154588000.0,305.33,1.371,4.644,0.0,0.0,0.09,4.201,0.0221,0.0435,0.022,0.0209,2772020000.0,2048707000.0,0.09,-0.122,0.082,27.95,305.33,32.15,6.16,4.995,4.771,109.68,0.975,29.17,16.14,25.13,22.59,587551000.0
PLD,1045609.0,121329500000.0,3880948000.0,24.39,4.191,56.22,0.0,0.0241,5.39,7.36,0.563,0.382,0.0195,0.0744,5973692000.0,4464598000.0,5.39,-0.622,0.256,142.89,24.39,48.31,18.51,3.048,22.72,20.07,0.983,171.05,97.38,119.22,121.43,923079000.0
PLRX,1746473.0,1947774000.0,-112613000.0,6.91,0.0,0.0,-2.85,0.25,0.0,-11.77,-0.234,-0.405,9719000.0,7572000.0,-2.85,0.0,-0.08,46.64,97.43,2.775,60.87,-5.25,0.995,36.64,3.965,22.37,17.32,58343000.0,,,,
PLTR,1321655.0,17400789000.0,-183328992.0,1.379,1.148,0.0,0.0,-0.252,0.895,-0.306,-0.111,-0.0387,-0.242,1830114000.0,1202485000.0,-0.252,0.0,0.219,8.83,41.49,7.97,6.41,7.14,-26.13,2.879,14.86,5.84,7.04,8.34,1979330000.0,,
PLUG,1093691.0,9606258000.0,-594713024.0,-0.27,7.27,0.0,0.0,-0.968,1.112,-1.079,-0.991,-0.0686,-0.155,642603000.0,-99322000.0,-0.968,0.0,0.311,27.34,13.08,2.099,10.99,-11.25,1.786,32.05,11.49,14.8,18.91,582904000.0,,,
PM,1413329.0,157825860000.0,13683000000.0,18.12,3.549,-5.89,5.02,0.0495,5.62,20.43,0.276,0.394,0.19,0.0,31714001000.0,21375000000.0,5.62,-0.135,-0.011,108.52,18.12,17.64,4.95,5.7,13.38,0.709,106.7,81.81,101.69,97.63,1550200000.0,
PNC,713676.0,65363001000.0,11.77,0.415,114.15,5.75,0.0363,13.85,50.1,0.293,0.362,0.011,0.12,20643000000.0,20643000000.0,13.85,0.213,-0.018,173.43,11.77,9.12,2.92,1.292,1.122,206.84,140.85,159.25,161.07,401000000.0,,,
PODD,1145197.0,20290828000.0,125700000.0,1217.38,3.323,6.16,0.0,0.0,0.24,17.95,0.0135,0.0513,0.0192,0.0363,1243300000.0,752100000.0,0.24,0.059,0.237,320.94,1217.38,256.41,16.71,49.06,17.44,178.89,0.739,320.0,181.0,295.96,255.28,69449000.0
PSTG,1474432.0,8896028000.0,144510000.0,490.0,5.57,2.777,0.0,0.0,0.06,8.94,0.0051,0.0184,0.01,0.0173,2651797000.0,1472519000.0,0.06,0.0,0.201,38.75,490.0,21.69,3.213,10.9,3.295,55.99,1.226,36.71,21.89,28.14,28.02,302586000.0
PSX,1534701.0,45705282000.0,11226000000.0,4.215,0.731,59.74,3.83,0.0396,23.27,360.53,0.0649,0.0565,0.0805,0.415,169989997000.0,20058000000.0,23.27,0.377,0.237,124.31,4.215,8.95,0.295,1.641,0.371,3.774,1.426,112.85,71.67,104.0,95.0,466000000.0
PTON,1639825.0,5463656000.0,-1108700032.0,0.089,0.0,0.0,-6.04,9.03,-0.903,-0.401,-0.174,-2.297,3052200000.0,698300000.0,-6.04,0.0,-0.301,15.35,153.85,1.138,16.0,1.668,-2.141,1.968,39.63,6.66,11.16,11.05,327126000.0,,,
PUBM,1422930.0,836327000.0,73331000.0,19.89,2.145,5.57,0.0,0.0,0.8,4.955,0.171,0.202,0.0624,0.172,257640000.0,168595000.0,0.8,-0.75,0.11,19.83,19.89,22.73,2.654,2.409,2.201,6.86,0.807,31.85,12.19,14.17,17.5,43171700.0
PUK,1116578.0,43809292000.0,1864000000.0,33.49,0.571,11.77,0.176,0.0108,0.93,1.39,1.106,0.973,0.0033,0.0769,1873000000.0,6005000000.0,0.93,0.199,-0.286,36.3,33.49,10.3,19.49,2.294,19.56,1.345,34.37,18.2,28.48,24.44,1374830000.0,
PXD,1038357.0,51891622000.0,12669000000.0,7.77,1.033,96.53,23.37,0.114,28.12,102.74,0.287,0.407,0.172,0.309,24786000000.0,9392000000.0,28.12,0.951,0.221,273.03,7.77,7.95,2.153,2.331,2.31,4.873,1.448,272.0,188.67,230.4,239.85,237599000.0
PYPL,1633917.0,97495359000.0,4772000000.0,42.76,1.473,17.67,0.0,0.0,2.0,23.27,0.085,0.141,0.0316,0.109,27053001000.0,11921000000.0,2.0,0.25,0.107,103.53,42.76,15.15,2.912,4.086,3.054,18.15,1.279,125.28,66.39,76.16,83.01,1140030000.0
QCOM,804328.0,150842999000.0,17622000000.0,11.83,1.022,16.07,2.86,0.0217,11.41,39.36,0.293,0.359,0.22,0.929,44200002000.0,25565000000.0,11.41,0.038,0.221,148.09,11.83,12.15,2.958,7.57,3.293,8.44,1.25,180.11,101.28,120.77,128.73,1117190000.0
QRVO,1604778.0,10711119000.0,1093288000.0,17.87,2.554,41.64,0.0,0.0,6.0,39.36,0.111,0.182,0.0637,0.103,4102854000.0,2289768000.0,6.0,-0.359,-0.333,107.0,17.87,13.51,2.149,2.368,2.542,8.91,1.421,139.35,75.38,98.53,97.53,99889000.0
QSR,1618756.0,30693796000.0,2219000000.0,22.05,1.793,7.56,2.15,0.0319,3.08,20.52,0.151,0.318,0.0557,0.346,6362000000.0,2398000000.0,3.08,0.652,0.155,68.62,22.05,16.34,4.676,8.9,5.34,15.88,0.988,68.65,45.36,66.15,58.08,305905000.0
RAD,84129.0,212528000.0,335270000.0,0.87,-7.37,0.0,0.0,-9.96,441.73,-0.0373,0.0023,0.0038,-26.29,24064387000.0,5106495000.0,-9.96,-0.917,-0.023,3.0,0.0099,3.77,0.269,-17.15,1.209,11.61,3.17,3.972,5.97,56523000.0,,,
RBLX,1315098.0,23425817000.0,-662582016.0,8.18,0.705,0.0,0.0,-0.892,3.75,-0.351,-0.344,-0.115,-1.533,2214817000.0,427492000.0,-0.892,0.0,0.016,36.26,192.31,7.57,46.98,8.29,-28.55,73.71,21.65,32.0,35.99,549479000.0,,,
RCI,733099.0,24830310000.0,5966000000.0,21.16,1.041,19.14,2.0,0.0303,2.32,30.0,0.104,0.241,0.0482,0.156,15149000000.0,5887000000.0,2.32,-0.241,0.021,54.61,21.16,14.39,1.457,3.224,3.27,8.37,0.399,62.95,35.94,46.6,45.86,393773000.0
